0.130265, -0.26094
0.323249, 0.269765
-0.294219, 0.127005
-0.364175, -0.258962
0.412894, -0.145747
0.0700567, 0.165608
-0.118102, 0.411452
-0.0503964, -0.17042
0.159576, -0.0544302
0.214983, 0.440148
-0.330318, 0.350349
-0.153879, -0.448555
0.268464, -0.392533
0.475753, 0.0517994
-0.0817125, 0.0926575
-0.365859, -0.0280665
0.0397788, -0.360937
0.18213, 0.148489
-0.201519, 0.220669
-0.215761, -0.126978
0.260817, -0.208759
0.111093, 0.341491
-0.0504621, 0.246643
-0.231281, -0.308493
0.0343289, -0.0379481
0.321423, 0.058582
-0.397654, 0.196003
-0.156026, -0.02135
0.10952, -0.443483
0.0443549, 0.437537
-0.170317, 0.301907
-0.104979, -0.284656
